kernel,gamma,C,n_support,support_vectors_shape,n_classes,classes
linear,scale,1.0,"[6, 4, 4, 7, 4, 5, 6, 5, 9, 8, 8, 9, 8, 5, 5, 4, 6, 4, 5, 8, 7, 10, 8, 5, 8, 8, 7, 5, 8, 7, 9, 6, 4, 6, 9, 5, 8, 8, 4, 7, 8]","(267, 132)",41,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]"
